19.49472,54.20778,RTV: Elblag *Jagodnik*,"FM 101.2 - PR Czworka (0.25 kW H D) FM 102.3 - PR Program 2 (5.00 kW H D) FM 103.4 - Olsztyn (0.50 kW V D) FM 104.2 - Maryja (10.00 kW H D) TV 21W - TVP 2 (40.000 kW H ND) TV 25 - MUX-2 (10.000 kW H ND) TV 26 - MUX-3 (10.000 kW H ND) TV 43 - MUX-1 (10.000 kW H ND) "
19.38583,54.17861,RTV: Elblag *Komin ENERGA*,"FM 91.2 - RMF Classic (0.30 kW H D) FM 92.6 - RMF FM (0.20 kW H ND) FM 94.1 - Eska Elblag (1.00 kW V D) FM 106.7P - RMF MAXXX Trojmiasto (1.00 kW V D) "
19.42583,54.17917,RTV: Elblag *ul. Krolewiecka*,"TV 23W - Polsat (1.000 kW H ND) "
19.41667,54.16667,RTV: Elblag [miasto],""
22.37472,53.81667,RTV: Elk *Komin PEC*,"FM 90.7 - Bayer FM (0.10 kW V ND) FM 102.6 - 5 Elk (1.00 kW V ND) FM 105.1 - Maryja (10.00 kW V ND) "
22.32833,53.87611,RTV: Elk *Oracze*,"FM 106.5 - RMF FM (10.00 kW V ND) "
21.71139,51.8475,RTV: Garwolin *Gorzno*,"FM 106.0 - KR Podlasie (1.00 kW V ND) "
18.64667,54.35861,RTV: Gdansk *Budynek Centrum Techniki Okretowej*,""
18.65,54.35667,RTV: Gdansk *Budynek Navimor*,"TV 22W - TV4 - Czworka (1.000 kW H ND) TV 30W - Polsat (1.000 kW H ND) "
18.43583,54.45278,RTV: Gdansk *Chwaszczyno*,"FM 92.3 - Kaszebe (2.00 kW H D) FM 95.7 - PR Program 1 (120.00 kW H D) FM 98.4 - RMF FM (120.00 kW H D) FM 99.9 - PR Trojka (120.00 kW H D) FM 101.7 - Plus Gdansk (120.00 kW H D) FM 103.7 - Gdansk (120.00 kW H D) FM 105.0 - ZET (120.00 kW H D) TV 10W - TVP 1 (100.000 kW H ND) TV 35 - MUX-2 (100.000 kW H D) TV 37W - TVP 2 (600.000 kW H ND) TV 37 - MUX-1 (100.000 kW H D) TV 48 - MUX-3 (100.000 kW H D) TV 52W - TVP INFO / TVP Gdansk (400.000 kW H ND) "
18.65111,54.35611,RTV: Gdansk *Hotel Mercure Hevelius*,""
18.60167,54.36722,RTV: Gdansk *Jaskowa Kopa*,"FM 87.8K - [Pula KRRiT] (0.10 kW  ) FM 93.9 - MUZO.FM (0.50 kW H D) TV 25P - . (0.200 kW H ) TV 48 - MUX-3 (3.500 kW H D) TV 59W - TVN (20.000 kW H D) "
18.64278,54.37778,RTV: Gdansk *Komin EC Gdansk II*,"FM 88.4 - RMF Classic (0.40 kW V D) FM 88.9 - Maryja (2.00 kW H D) FM 89.5 - PR Program 2 (1.00 kW H ND) FM 92.0 - ZET Chilli (1.00 kW H D) FM 93.4 - PR Czworka (0.10 kW H ND) FM 94.6 - Eska Trojmiasto (1.00 kW H D) FM 96.4 - RMF MAXXX Trojmiasto (1.00 kW V D) FM 97.8 - TOK FM (0.50 kW V D) FM 103.0 - Zlote Przeboje 103 i 99,2 (2.00 kW V D) FM 104.4 - VOX FM (1.00 kW H D) TV 33 - MUX-4 - TV Mobilna (3.000 kW V ND) "
18.63333,54.38333,RTV: Gdansk [miasto],"FM 90.0K - [Ogloszenie KRRiT] (0.60 kW  ) "
18.46278,54.45833,RTV: Gdynia *Budynek Anser*,"TV 33 - MUX-4 - TV Mobilna (3.000 kW V ND) "
18.52556,54.52,RTV: Gdynia *Budynek MIR*,"FM 95.2 - TOK FM (1.00 kW H D) FM 99.2 - Zlote Przeboje 103 i 99,2 (0.50 kW V ND) "
18.48083,54.55333,RTV: Gdynia *Komin EC*,"FM 90.7 - Eska Trojmiasto (2.00 kW H D) FM 97.2 - PR Program 2 (2.00 kW H D) FM 105.6 - VOX FM (1.00 kW H D) TV 33 - MUX-4 - TV Mobilna (5.000 kW V D) "
18.53611,54.54722,RTV: Gdynia *Oksywie''*,"TV 7W - TVP 1 (0.050 kW H ND) TV 24W - TVP 2 (0.050 kW H ND) TV 57W - Polsat (1.000 kW H ND) "
18.53611,54.54722,RTV: Gdynia *Oksywie'*,"FM 101.1 - ZET Chilli (0.50 kW H D) FM 107.1 - RMF Classic (1.00 kW V D) "
18.53361,54.545,RTV: Gdynia *Oksywie*,"FM 106.7 - RMF MAXXX Trojmiasto (3.00 kW V D) TV 42W - TVN (1.500 kW H ND) TV 48 - MUX-3 (8.000 kW H D) "
18.495,54.49917,RTV: Gdynia *ul. Chwarznienska*,"FM 102.3 - Maryja (0.20 kW V ND) "
18.53333,54.51667,RTV: Gdynia [miasto],"AM 1485K - Radio AM Gdynia (0.8 kW) "
21.77389,54.04306,RTV: Gizycko *1 Maja*,"FM 100.2 - Maryja (1.00 kW V D) "
21.78389,54.05278,RTV: Gizycko *Gajewo*,"FM 93.5 - 5 Elk (0.30 kW V D) "
21.76778,54.0375,RTV: Gizycko *Hotel Wodnik*,"FM 107.0 - ZET Gold Gizycko (2.00 kW V D) "
21.84806,53.93833,RTV: Gizycko *Milki*,"FM 92.6 - PR Program 2 (10.00 kW V D) FM 94.4 - PR Trojka (10.00 kW V D) FM 97.1 - PR Program 1 (6.00 kW V D) FM 99.6 - Olsztyn (10.00 kW V D) FM 102.0 - RMF FM (10.00 kW V D) FM 104.0 - ZET (10.00 kW V D) TV 24W - TVP 1 (400.000 kW H D) TV 38W - TVP 2 (400.000 kW H ND) TV 43W - Polsat (200.000 kW H ND) TV 43 - MUX-1 (100.000 kW H ND) TV 48 - MUX-2 (100.000 kW H ND) TV 50 - MUX-3 (90.000 kW H D) "
21.76667,54.03333,RTV: Gizycko [miasto],"AM 1485K - Radio AM Gizycko (0.8 kW) "
18.68889,50.31333,RTV: Gliwice *Wieza radiostacji*,"FM 93.4 - CCM (2.00 kW V D) "
17.60528,52.53444,RTV: Gniezno *Budynek ZSP nr 1*,""
17.60556,52.53417,RTV: Gniezno *Komin PEC*,"FM 89.5 - Plus Gniezno (10.00 kW V ND) FM 95.4 - Maryja (1.00 kW V ND) "
17.60417,52.53306,RTV: Gniezno *ul. Sobieskiego*,"FM 104.3 - Gniezno (0.50 kW V D) "
17.6,52.53333,RTV: Gniezno [miasto],"FM 94.1P - . (1.00 kW H ND) "
14.85222,53.56028,RTV: Goleniow *Komin PEC*,""
21.15389,49.665,RTV: Gorlice *Gora Cmentarna*,"TV 49W - TVP 1 (0.050 kW H ND) TV 59W - TVP 2 (0.050 kW H ND) "
21.1825,49.67722,RTV: Gorlice *Komin EC Gorlice*,"FM 91.6 - PR Trojka (0.20 kW H D) FM 97.4 - Krakow (2.00 kW H D) FM 99.6 - Zlote Przeboje 93,8 FM (0.10 kW V ND) FM 105.4 - PR Program 1 (10.00 kW H D) AM 1485K - Radio AM Gorlice (0.8 kW) TV 36W - TV Puls (4.000 kW H ND) "
21.05,49.65,RTV: Gorlice *Maslana Gora*,"TV 34 - MUX-3 (4.500 kW H D) TV 34 - MUX-3 (0.005 kW H ND) TV 36 - MUX-2 (4.500 kW H D) TV 45 - MUX-1 (4.500 kW H D) "
15.26,52.73833,RTV: Gorzow Wielkopolski *Budynek LCHU Spolem*,""
